,title,price,condition,Screen Size,Color,RAM Size,SSD Capacity,Processor Speed,Brand,Maximum Resolution,Hard Drive Capacity,Storage Type,Processor_Brand,Processor_Series,Processor_Subseries,Processor_Generation,has_GPU,os_type
474,"dell latitude 14"" 5410 intel i5-10310u @ 1.70ghz 8gb ddr4 ram 256gb ssd no os",201.99,used,14.0,gray,8.0,256.0,1.7,dell,missing,,ssd,intel,core,i5,10.0,0,missing
475,dell xps 13 9310 touch i7-1185g7 3.0ghz 1tb 32gb win10pro no ac,969.99,used,13.4,silver,32.0,1024.0,3.0,dell,3840x2400,,ssd,intel,core,i7,11.0,1,windows
476,"acer chromebook 314 14"" laptop 32gb emmc 4gb ram celeron n4020 (h2)",22.38,used,14.0,blue,,32.0,,acer,missing,,missing,intel,celeron,n,,1,missing
477,asus zenbook s ux391fa laptop 13.3 4k touch i7-8565u 16gb 512gb w10pro near mint,549.95,used,13.3,blue,16.0,512.0,1.8,asus,3840x2160,512.0,ssd,intel,core,i7,8.0,0,windows
478,asus chromebook cx22n laptop 32gb emmc 4gb ram celeron n3350 e1,11.22,used,11.6,silver,,32.0,,asus,missing,,missing,Intel,celeron,n,,1,missing
479,dell inspiron 1525/pp29l laptop,49.99,used,15.6,missing,,,,dell,missing,,hdd,missing,,,,0,linux
480,"lenovo ideapad 3 11 chromebook laptop,11.6"" hd display,intel celeron n4020, 4gb",54.95,used,11.6,black,4.0,64.0,1.1,lenovo,1366x768,64.0,emmc,intel,celeron,n,,1,chrome os
481,🔴dell latitude 5490 i7-8650u@1.90ghz 16gb ddr4 ram 512gb ssd no os bundle🔴,109.5,used,14.0,black,16.0,512.0,1.9,dell,1366x768,,ssd,intel,core,i7,7.0,1,no os
482,acer chromebook spin 311 mediatek mt8183c 32gb emmc 4gb ram d5,31.0,used,11.6,silver,,32.0,,acer,missing,,missing,mediatek,,,,1,missing
483,lenovo thinkpad c13 yoga 32gb emmc 4gb ram amd athlon gold 3150c blue (h1),39.0,used,13.0,blue,,32.0,,lenovo,missing,,missing,amd,athlon,,,1,missing
484,"dell precision 5550 15.6"" 2020 wuxga 2.6ghz i7-10750h 32gb 512gb - quadro t1000",749.99,very good - refurbished,15.6,gray,,512.0,2.6,dell,missing,,ssd,intel,core,i7,10.0,0,windows
485,"dell latitude 3520 15.6"" laptop i5-1135g7@2.40 8gb ram 256ssd bt webcam no os",269.99,used,15.6,black,8.0,256.0,2.4,dell,1920x1080,,ssd,intel,core,i5,11.0,0,no os
486,dell latitude 3520 intel core i3-1115g4 3.00ghz 8 gb ram 500gb hdd,179.99,used,14.0,missing,8.0,500.0,3.0,dell,missing,,hdd,intel,core,i3,11.0,0,no os
487,evoo ev-c-116-5 blue mini notebook. 1.5ghz,40.0,used,11.6,blue,,,1.5,evoo,missing,32.0,missing,amd,a,4,,0,missing
488,"hp chromebook 14"" hd touch 128gb emmc 4gb ram intel pentium n5000 x360 silver",229.0,used,14.0,silver,4.0,128.0,1.1,hp,1366x768,128.0,emmc,intel,pentium,,,1,chrome os
489,"samsung chromebook 4 11.6"" hd 4gb ram 32gb emmc intel celeron n4000 2.6ghz",99.99,used,11.6,silver,4.0,32.0,1.1,samsung,1366x768,32.0,emmc,intel,celeron,,,1,chrome os
490,lenovo thinkpad - t14 - core i7 - 10610u - 1.80ghz- 16384mb (16gb) - no hdd,246.5,used,14.0,black,16.0,,1.8,lenovo,1920x1080,,missing,intel,core,i7,10.0,1,no os
491,"dell latitude 7275 12.5"" tablet computer intel core m5-6y57 512gb - black",110.0,used,12.5,black,8.0,512.0,1.5,dell,3840x2160,,ssd,intel,core,m,,1,windows
492,"hp 15-dy0702ds 15.6"" laptop computer intel celeron n4120 128gb ssd",159.99,open box,15.6,missing,4.0,128.0,1.1,hp,missing,,ssd,intel,celeron,n,,0,windows
493,"dell g15 15.6"" ryzen 7 6800h, rtx 3050ti, 512 gb ssd, 16gb ram",595.0,open box,15.6,gray,16.0,512.0,4.7,dell,1920x1080,512.0,ssd,amd,ryzen,7,,1,windows
494,hp elitebook 840 g3 laptop,71.0,used,14.0,silver,8.0,256.0,2.4,hp,1920x1080,,ssd,intel,core,i5,6.0,0,windows
495,dell inspiron 3541 amd a6 6310 radeon r4 1.80ghz 8gb ram 256gb ssd win 10 *read,49.99,used,15.6,black,8.0,256.0,1.8,dell,1366x768,,ssd,amd,a,6,,1,windows
496,"dell precision 5550 15.6"" 2020 wuxga 2.6ghz i7-10750h 32gb 512gb - quadro t1000",715.99,used,15.6,gray,,512.0,2.6,dell,missing,,ssd,intel,core,i7,10.0,0,windows
497,"microsoft surface laptop 2 intel  core i5-8350u 13.5"" laptop computer 256gb",142.5,used,13.5,silver,8.0,256.0,1.9,microsoft,2256x1504,,ssd,intel,core,i5,8.0,1,windows
498,"hp pavilion 11.6 dm1 ""mini"" | amd e350 w/radeon hd | 256g ssd | 6g | win10pro |",87.77,used,11.6,charcoal,6.0,256.0,1.7,hp,missing,,ssd,amd,e,,,1,windows
499,"lenovo thinkpad x1 yoga gen 6 14"" touch i7-1185g7 512gb ssd 16gb ram win 10 pro",699.0,used,14.0,missing,16.0,512.0,3.0,lenovo,3840x2160,,ssd,intel,core,i7,11.0,0,windows
500,"[on hand] asus rog ally 7"" 120hz 1080p - amd ryzen z1 extreme processor - rc71l",899.0,new,7.0,white,4.0,512.0,,asus,1920x1080,0.0,ssd,amd,ryzen,z,,1,missing
501,"`toshiba satellite s55-c5274 15.6"" intel i7-5500 12gb 500gb ssd win10",199.98,used,15.6,missing,12.0,,,toshiba,missing,,ssd,intel,core,i7,5.0,0,windows
502,dell inspiron 1721  laptop,40.0,used,17.0,silver,2.0,,1.8,dell,missing,,hdd,amd,,,,0,windows
503,"asus vivobook 17"" laptop 512gb ssd 8gb ram core i5-1135g7 d2",242.5,used,17.0,silver,,512.0,,asus,missing,,missing,intel,core,i5,11.0,1,missing
504,"dell latitude 5520 2.40ghz i5-1135g7 16gb ram 256gb nvme ssd win 11 pro 15.6""",260.0,used,15.6,silver,16.0,256.0,2.4,dell,1920x1080,256.0,ssd,intel,core,i5,11.0,1,windows
505,"asus vivobook x515 15.6"" laptop computer intel core i3-1115g4 256 gb - gray",207.5,used,15.6,gray,8.0,256.0,3.0,asus,1920x1080,,ssd,intel,core,i3,11.0,1,windows
506,dell latitude 5290 2-in-1 i5-8350u 1.70ghz 8gb ram 256gb ssd windows 10 pro,129.99,used,12.3,black,8.0,256.0,1.7,dell,1920x1080,,ssd,intel,core,i5,8.0,1,windows
507,"lenovo legion y530 gaming laptop - i7 8750h, 500gb ssd, 16gb ram, 1050ti, w11h",379.99,used,15.6,missing,16.0,500.0,4.1,lenovo,1920x1080,,ssd,intel,core,i7,8.0,1,windows
508,"dell latitude e5420 14"" laptop intel core i5-2410m 2.30ghz 4gb ram 250gb hdd",24.99,used,14.0,black,4.0,,2.3,dell,missing,250.0,hdd,intel,core,i5,2.0,0,no os
509,"asus vivobook 15 15"" laptop 8gb ram 512gb ssd core i5-1135g7 d1",250.5,used,15.6,gray,,512.0,,asus,missing,,missing,intel,core,i5,11.0,1,missing
510,"asus zephyrus g14 ga401iu (1tb ssd, ryzen 7 4800hs, 1660 ti, 32gb ram, 120hz)",570.0,used,14.0,gray,32.0,1000.0,,asus,missing,,ssd,amd,ryzen,7,,0,windows
511,"asus zephyrus g14 ga401iu (1tb ssd, ryzen 7 4800hs, 1660 ti, 32gb ram, 120hz)",570.0,used,14.0,gray,32.0,1000.0,,asus,missing,,ssd,amd,ryzen,7,,0,windows
512,"hp probook 650 g2 15.6"" notebook i3-6100u@2.30ghz 8gb ram 128gb ssd win 11 pro#2",69.0,used,15.6,black,8.0,128.0,2.4,hp,1366x768,128.0,ssd,intel,core,i5,6.0,1,windows
513,"new dell latitude 5420 laptop 14"" core i5 -1145g7 8gb ram  256gb ssd win 10 pro",429.99,new,14.0,silver,8.0,256.0,2.6,dell,1920x1080,,ssd,intel,core,i5,11.0,1,windows
514,"dell latitude 5420 laptop 14"" core i5 -1145g7 16gb ram  256gb ssd win 11 pro",424.99,open box,14.0,silver,16.0,256.0,2.6,dell,1920x1080,,ssd,intel,core,i5,11.0,1,windows
515,"2021 dell latitude 5410 laptop 14""  i5-10310u@1.70ghz 8gb ram 256gb ssd win11pro",289.99,open box,14.0,silver,8.0,256.0,1.7,dell,1920x1080,256.0,ssd,intel,core,i5,10.0,1,windows
516,"dell latitude 5510 15.6"" i5-10310u@1.7ghz 8gb ram 256gb ssd win 11 pro- new",374.99,open box,15.6,silver,8.0,256.0,1.7,dell,1920x1080,256.0,ssd,intel,core,i5,10.0,1,windows
517,hp pavilion x360 14-ek0033dx 14'' touchscreen i5-1235u 8gb 512gb ssd win 11 home,430.0,open box,14.0,silver,8.0,512.0,1.3,hp,1920x1080,512.0,ssd,intel,core,i5,12.0,1,windows
518,"dell latitude 7400 2 in 1 14"" touch screen i5-8365u 16gb ram 256gb ssd win11 pro",319.0,open box,14.0,silver,16.0,256.0,1.6,dell,1920x1080,256.0,ssd,intel,core,i5,8.0,1,windows
519,"dell latitude 3520 15.6"" core i5-1135g7@2.40ghz 8gb ram 256gb ssd win 11 pro",299.99,used,15.6,gray,8.0,256.0,2.4,dell,1366x768,,ssd,intel,core,i5,11.0,1,windows
520,"hp elitebook 645 g9 14"" ryzen 5 pro 5675u 16gb 512gb ssd",469.99,new,14.0,missing,16.0,512.0,2.3,hp,1920x1080,,ssd,amd,radeon,5,,0,windows
521,"hp 17-f001dx 17.3"" laptop - amd a8 cpu - 16gb ram - 250 gb hard drive - win 10",99.99,used,17.3,missing,16.0,,,hp,missing,250.0,hdd,amd,a,,,0,windows
522,"asus rog strix g513i 15.6"" laptop computer amd ryzen 7 4800h 512 gb eclipse gray",714.0,open box,15.6,gray,16.0,512.0,2.7,asus,1920x1080,,ssd,amd,ryzen,7,,1,windows
523,"hp probook 650 g8 15.6"" i5-1135g7 2.40ghz 16gb 256gb ssd win 11 pro - excellent",399.99,used,15.6,missing,16.0,256.0,2.4,hp,1920x1080,,ssd,intel,core,i5,11.0,1,windows
524,"dell precision 3560 15.6"" i7-1185g7 16gb ram 512gb ssd w11p nvidia t500-touch",499.99,used,15.6,silver,16.0,512.0,3.0,dell,1920x1080,,ssd,intel,core,i7,11.0,1,windows
525,lenovo thinkpad t14s gen 2 amd ryzen 5 pro 5650u 16gb ram 512gb ssd w11,599.99,open box,14.0,black,16.0,512.0,2.3,lenovo,1920x1080,,ssd,amd,ryzen,5,,1,windows
526,"dell latitude 7490 (512gb ssd, intel core i7 8th gen., 1.90 ghz, 16gb ram, intel",175.0,used,14.0,black,16.0,512.0,1.9,dell,1920x1080,512.0,ssd,intel,core,i7,8.0,1,windows
527,dell latitude 14 7414  core i5 @ 2.6ghz  32gb 1tb ssd  touchscreen orange,777.77,used,14.0,orange,32.0,1000.0,2.6,dell,missing,1000.0,ssd,intel,core,i5,6.0,0,windows
528,dell xps  laptop 13 9365 2-in-1  intel i7-7y75 16gb ram 256gb ssd windows 10 pro,399.99,used,13.3,black,16.0,256.0,1.3,dell,1920x1080,256.0,ssd,intel,core,i7,7.0,1,windows
529,"dell latitude 7420 intel  core i5-1145g7 14"" laptop computer 256gb - black",215.5,used,14.0,black,16.0,256.0,1.5,dell,1920x1080,,ssd,intel,core,i5,11.0,1,windows
530,"lenovo thinkpad t490 256gb ssd i5-8365u 1.6ghz 16gb ram 13"" (1988)",180.5,used,13.0,black,16.0,256.0,1.6,lenovo,1920x1080,,ssd,intel,core,i5,8.0,1,no os
531,"dell inspiron 7773 laptop — 17” screen, i7, 32gb ram",450.0,used,17.0,gray,32.0,,,dell,missing,32.0,missing,intel,core,i7,8.0,0,windows
532,"lenovo thinkpad e490 14"" intel i5-8265u @1.6ghz 8gb ram 256gb ssd *no reserve*",141.5,used,14.0,black,8.0,256.0,1.6,lenovo,1920x1080,256.0,ssd,intel,core,i5,8.0,1,windows
533,"dell latitude 7410 laptop,i7 vpro 10th gen,16gb ram,512gb ssd,win 11,warranty!",380.0,used,14.0,silver,16.0,512.0,1.8,dell,1920x1080,512.0,ssd,intel,core,i7,10.0,1,windows
534,acer aspire e5-576 laptop boots intel core i3-8130u @ 2.20ghz 8gb ram no hdd,102.5,used,15.6,missing,,,,acer,missing,,missing,intel,core,I3,8.0,0,missing
535,"apple 2021 macbook pro 16"" 1tb ssd 16gb ram 16 core gpu m1 processor d6",1125.0,used,16.0,silver,,1000.0,,apple,missing,,missing,apple,m,1,,1,missing
536,lenovo thinkpad i3-7100u 8gb ram preowned 128 gb charger ssd used,69.99,used,14.0,missing,8.0,120.0,2.4,lenovo,missing,128.0,ssd,intel,core,I3,7.0,0,ubuntu
537,dell precision m6800 quad i7-4810mq 2.8ghz 500gb hd 256gb ssd 32gb ram. wins 11,250.0,used,17.3,missing,32.0,256.0,2.8,dell,1920x1080,500.0,ssd,intel,core,i7,4.0,1,windows
538,"asus vivobook f515 15.6"" laptop 1tb ssd 8gb ram core i3-1115g4 - gray d4",182.5,used,15.6,gray,,1000.0,,asus,missing,,missing,intel,core,I3,11.0,1,missing
539,"dell latitude 7490 intel core i5-7300u 14"" laptop computer 256gb - black",76.88,used,14.0,black,16.0,256.0,2.7,dell,1920x1080,,ssd,intel,core,i5,7.0,1,windows
540,hp probook 445 g7 14” (512gb ssd amd ryzen 5 4th gen. 2.30 ghz 16gb) laptop -...,220.0,new,14.0,silver,16.0,512.0,2.3,hp,1366x768,512.0,ssd,amd,ryzen,5,,1,windows
541,dell inspiron core i5-10210u 1.60ghz 8gb 500gb touchscreen  #4 - used,170.5,used,15.6,silver,8.0,500.0,1.6,dell,1920x1080,500.0,ssd,intel,core,i5,,1,windows
542,"origin eon17-x 17.1"" laptop computer intel core i9-11900k 1tb ssd",990.0,used,17.1,missing,16.0,1000.0,3.5,origin pc,missing,,ssd,intel,core,i9,11.0,1,windows
543,"origin eon17-x 17.1"" laptop computer intel core i9-11900k 1tb ssd",990.0,used,17.1,missing,16.0,1000.0,3.5,origin pc,missing,,ssd,intel,core,i9,11.0,1,windows
544,"samsung np900x3t  13.3"" fhd i7-8550u@1.80 ghz 8gb ram 250gb m.2 ssd i  28467wk",117.5,used,13.3,silver,8.0,250.0,1.8,samsung,1920x1080,250.0,ssd,intel,core,i7,8.0,1,linux
545,lenovo ideapad flex 5 chromebook 64gb storage 4gb ram celeron n5205 d4,44.13,used,13.3,gray,,64.0,,lenovo,missing,,missing,intel,celeron,,,1,missing
546,lenovo thinkpad t440 laptop boots intel core i5-4300u @1.9ghz 8gb ram 500gb hdd,33.0,used,14.0,missing,,,,lenovo,missing,,missing,intel,core,i5,4.0,0,missing
547,"msi gt72vr 17.3"" dominator pro-448 gaming laptop",380.0,used,17.3,black,,,,msi,1920x1080,,hdd + ssd,intel,core,i7,7.0,0,windows
548,"dell latitude e5440 14"" i3-4010u@1.7ghz 8gb ddr3l ram 256gb ssd windows 10 pro",49.99,used,14.0,black,8.0,,1.7,dell,1366x768,256.0,hdd,intel,core,i3,4.0,1,no os
549,"hp elitebook 850 g1, i7-4600u @ 2.1ghz, 8gb, backlit keyboard - no os/hdd",67.5,used,15.0,missing,8.0,8.0,2.1,hp,missing,0.0,no drive,intel,core,i7,4.0,0,no os
550,"lenovo thinkpad l15 gen 2 15.6"" non touch  i7-1165g7 16gb ram 256gb ssd",450.0,open box,15.6,black,16.0,512.0,2.8,lenovo,1920x1080,512.0,ssd,intel,core,i7,11.0,1,windows
551,hp envy x360  convertible 15m-cn012dx 256gb ssd 12gb ram windows 11 home no batt,166.3,used,15.6,missing,12.0,256.0,1.8,hp,1920x1080,,ssd,intel,core,i7,8.0,0,windows
552,"hp probook 450 g1, i5-4200m@2.5ghz, 8gb ram, 1tb hdd",89.99,used,15.6,black,8.0,,2.5,hp,missing,1000.0,hdd,intel,core,i5,4.0,0,windows
553,"hp elitebook 8560p 15.6"" | 2.70ghz core i7-2620m | 8gb ddr3 | no hdd | dvd-rw",44.99,used,15.6,missing,8.0,,2.7,hp,missing,0.0,missing,intel,core,i7,2.0,0,missing
554,"lenovo thinkpad t590 intel core i5-8265u 15.6"" laptop computer 256gb - black",102.5,used,15.6,black,8.0,256.0,1.6,lenovo,1920x1080,,ssd,intel,core,i5,8.0,1,windows
555,"hp 15-dy0701ds 15.6"" laptop computer intel celeron n4120 128gb - silver",99.99,open box,15.6,silver,4.0,128.0,1.1,hp,1366x768,,ssd,intel,celeron,,,1,windows
556,asus rog strix scar edition gl703v gaming laptop (gunmetal),330.0,used,17.3,gunmetal,16.0,256.0,2.8,asus,1920x1080,1000.0,hdd + ssd,intel,core,i7,7.0,1,windows
557,"lenovo 14"" thinkpad p14s gen 1 i7-10510u @1.8ghz 24gb ram 256gb ssd win 10 pro",297.95,used,14.0,black,24.0,256.0,1.8,lenovo,1920x1080,256.0,ssd,intel,core,i7,10.0,1,windows
558,"asus tuf gaming laptop (ssd 512gb, amd ryzen 7 3750h rtx 2060 16gb ram)",495.0,used,15.6,black,16.0,512.0,2.3,asus,1920x1080,512.0,ssd,amd,ryzen,7,,1,windows
559,dell latitude e5420 i3-2330m 2.2ghz 10gb ram 500gb hdd dvd-rw  windows 8.1 pro,74.99,used,14.0,gray,10.0,,2.2,dell,1366x768,500.0,hdd,intel,core,i3,2.0,1,windows
560,dell latitude e6420 i5-2520m 2.5ghz 12gb ram  500gb hdd wi-fi  windows 8.1 pro,79.99,used,14.0,gray,12.0,,2.5,dell,1366x768,500.0,hdd,intel,core,i5,2.0,1,windows
561,dell inspiron 3780 i7-8565u 256gb ssd 1tb hdd 16gb ddr4 w10p,133.5,used,17.3,missing,16.0,256.0,1.8,dell,1920x1080,1000.0,hdd + ssd,intel,core,i7,8.0,0,windows
562,dell precision m4700 i7-3940xm 3ghz 16gb ram 128gb msata quadro k2000m fhd,150.0,used,15.6,gray,16.0,128.0,3.0,dell,1920x1080,,missing,intel,core,i7,4.0,0,ubuntu
563,"one-netbook  a1 pro umpc pc mini laptop 7"" 16gb 512gb ssd  i5-1130g7 windows 11",650.0,open box,7.0,missing,8.0,128.0,2.0,one-netbook,missing,500.0,ssd,intel,core,i5,11.0,0,windows
564,dell latitude e7440 laptop boots intel core i5-4310u @2.0ghz 8gb ram no hdd/os,27.0,used,14.0,missing,,,,hp,missing,,missing,intel,core,i5,4.0,0,missing
565,dell latitude 5490 intel core i5 7300u @ 2.60ghz 8gb ram 500gb hdd win 11 *read,84.99,used,14.0,black,8.0,,2.6,dell,1366x768,500.0,hdd,intel,core,i5,7.0,1,windows
566,dell inspiron 1764 laptop working with wifi & windows 7,61.0,used,17.3,black,,,2.27,dell,missing,500.0,missing,intel,core,i5,,0,windows
567,"dell latitude 5500 15.6"" laptop i7-8665u 256gb ssd 8gb ram win 11 pro",299.0,used,15.6,black,8.0,256.0,1.9,dell,1920x1080,256.0,ssd,intel,core,i7,8.0,1,windows
568,dell latitude 7420 intel core i5 16gb no hdd parts & repair,125.0,used,14.0,missing,16.0,,,dell,missing,16.0,hdd,intel,core,i5,11.0,0,missing
569,"lenovo thinkpad x100e 11.6"" laptop amd athlon mv-40 1.60ghz 2gb ram *no hdd*",12.99,used,11.6,missing,2.0,,1.6,lenovo,missing,0.0,hdd,amd,athlon,,,0,no os
570,samsung 900x4d laptop boots intel core i7-3517u @1.9ghz 8gb ram 512gb ssd,59.0,used,15.6,missing,,,,samsung,missing,,missing,intel,core,i7,3.0,0,missing
571,"lenovo thinkpad t480 20l5004hus, intel core i5-8250u, 12mb ram,",119.49,used,14.0,black,12.0,480.0,1.8,lenovo,1366x768,480.0,ssd,intel,core,i7,8.0,1,windows
572,dell precision 3551 laptop boots core i7-10750h quadro p620 16gb ram 256gb ssd,265.0,used,15.6,missing,,,,dell,missing,,missing,intel,core,i7,10.0,0,missing
573,lenovo thinkpad p50 touch xeon e3-1505m v5 512gb ssd 16gb ram quadro m2000m w 10,259.99,used,15.6,black,16.0,512.0,2.8,lenovo,3840x2160,,ssd,intel,xeon,e,,1,windows
574,windows 11 hp core i3 8gb ram 500gb ssd hdmi laptop office 2021,199.99,good - refurbished,14.0,missing,,500.0,2.4,hp,missing,500.0,ssd,intel,core,i3,4.0,0,windows
575,dell latitude e7250 laptop boots intel core i5-5300u @ 2.30ghz 8gb ram no hdd,29.0,used,12.5,missing,,,,dell,missing,,missing,intel,core,i5,5.0,0,missing
576,"lenovo thinkpad t460s fhd 14"" laptop core i7 2.6ghz 8gb 480gb ssd w11 pro",240.0,used,14.0,missing,8.0,480.0,2.6,lenovo,1920x1080,480.0,ssd,intel,core,i7,6.0,0,windows
577,"dell latitude 7490 14"" i7-8650u@1.9ghz 512gbssd 32gbram 1920x1080 **grade a**",289.0,used,14.0,black,32.0,512.0,1.9,dell,1920x1080,,ssd,intel,core,i7,8.0,1,windows
578,dell latitude e7270 laptop boots intel core i5-6300u @ 2.40 8gb ram no hdd,48.0,used,12.5,missing,,,,dell,missing,,missing,intel,core,i5,6.0,0,missing
579,dell precision 5550 intel i7-10850h 32gb 512gb nvidia t1000/4gb- warranty incl,530.0,used,15.6,silver,32.0,512.0,2.7,dell,1920x1200,512.0,ssd,intel,core,i7,10.0,1,windows
580,"asus rog zephyrus 2022 m16 (2tb ssd, i9-12900h, 3070ti, 40gb ram) used & see des",1350.0,used,16.0,black,40.0,2000.0,2.5,asus,2560x1600,2000.0,ssd,intel,core,i9,12.0,1,windows
581,lenovo thinkpad t460s intel core i5 2.40ghz 8gb 256gb ssd windows 10 pro x64 fhd,100.0,used,14.1,black,8.0,256.0,2.4,lenovo,1920x1080,256.0,ssd,intel,core,i5,6.0,1,windows
582,"dell xps 13 9365 2-in-1 13.3"" fhd touchscreen core i7-7y75 16gb 512gb ssd",349.99,used,13.3,silver,16.0,512.0,1.3,dell,1920x1080,,ssd,intel,core,i7,7.0,1,windows
583,lenovo thinkpad t440s intel i5 1.9ghz 8gb ram 500gb hdd win10 pro charger,90.0,used,14.0,missing,8.0,500.0,1.9,lenovo,missing,500.0,ssd,intel,core,i5,,0,windows
584,"gateway ultra slim 15.6"" fhd intel double core 128 gb 4gb laptop charcoal grey",99.99,open box,15.6,gray,4.0,128.0,3.0,gateway,1920x1080,128.0,emmc,amd,ryzen,,,1,windows
585,dell latitude 7290 laptop boots intel core i5-8350u @ 1.70ghz 8gb ram no hdd,75.0,used,12.5,missing,,,,dell,missing,,missing,intel,core,i5,8.0,0,missing
586,hp pavilion x360 15/touch/intel core i3- 1125g4/8gb ram/256gb ssd/windows 11,260.0,new,15.6,silver,8.0,256.0,2.4,hp,1920x1080,8.0,ssd,intel,core,i3,11.0,1,windows
587,"dell inspiron 7348 | 2 - in - 1 laptop | 500gb hdd | i5,5200 | 8gb | win 10 pro",125.0,used,13.0,missing,8.0,,,dell,missing,500.0,hdd,intel,core,i5,5.0,0,windows
588,"dell latitude 5590 15"" i5-8350u@1.7ghz, 16gb ram, 256gb ssd, windows 10 pro",135.0,used,15.0,black,16.0,256.0,1.7,dell,1920x1080,0.0,ssd,intel,core,i5,8.0,1,windows
589,"hp elitebook 840 g3 i5-6200u 2.30ghz, 8gb ddr4 ram, 250 gb ssd, no os [bay 1-b]",114.99,used,14.0,black,8.0,250.0,2.3,hp,1366x768,250.0,ssd,intel,core,i5,6.0,1,no os
590,lenovo thinkpad t470s laptop boots core i5-6300u @ 2.40ghz 8gb ram no hdd/os,45.0,used,14.0,missing,,,,lenovo,missing,,missing,intel,core,i5,6.0,0,missing
591,"hp elitebook 850 g4 15.6"" fhd i5-7200u 2.5ghz 12gb 256gb nvme windows 11 laptop",149.99,used,15.6,missing,,256.0,2.5,hp,missing,,ssd,intel,core,i5,7.0,0,windows
592,"dell 7490 latitude 14"" fhd laptop intel i5-8350u 1.7ghz 8gb 512gb w10p",199.99,certified - refurbished,14.0,black,8.0,512.0,1.7,dell,1920x1080,512.0,ssd,intel,core,i5,8.0,0,windows
593,"toshiba portege z30-b 13.3"" intel  core i5-5300u 2.30 ghz 8 gb ram 128 gb ssd",79.99,used,13.3,missing,8.0,128.0,2.3,toshiba,missing,,ssd,intel,core,i5,5.0,0,missing
